Unnamed: 0,stationId,id,stationName,rackTotCnt,stationLatitude,stationLongitude,address_name,region_1depth_name,region_2depth_name,region_3depth_name,main_address_no,sub_address_no,username,areaid
1596,ST-798,2314,청담나들목입구,12,37.52127457,127.06103516,서울 강남구 삼성동 79-1,서울,강남구,삼성동,79.0,1.0,bike56,56
1597,ST-799,2315,봉은사역 5번출구 옆,12,37.51424789,127.06111908,서울 강남구 삼성동 172,서울,강남구,삼성동,172.0,,bike51,51
1598,ST-800,2316,삼성역 8번출구,22,37.50957489,127.0634079,서울 강남구 삼성동 168-8,서울,강남구,삼성동,168.0,8.0,bike47,47
1599,ST-784,2317,삼성도로공원,12,37.51588821,127.06620026,서울 강남구 삼성동 171-4,서울,강남구,삼성동,171.0,4.0,bike52,52
1600,ST-801,2318,삼성중앙역4번출구(문화센터더 리빌),17,37.51357651,127.05503082,서울 강남구 삼성동 75,서울,강남구,삼성동,75.0,,bike51,51
1601,ST-802,2319,포스코4거리 서측(수협 삼성동 지점),12,37.50660706,127.05467987,서울 강남구 삼성동 143-49,서울,강남구,삼성동,143.0,49.0,bike44,44
1602,ST-803,2320,도곡역 대치지구대 방향,12,37.4919281,127.05696869,서울 강남구 대치동 670,서울,강남구,대치동,670.0,,bike30,30
1603,ST-804,2321,학여울역 사거리,12,37.49611664,127.06944275,서울 강남구 대치동 513,서울,강남구,대치동,513.0,,bike34,34
1604,ST-805,2322,삼성역 3번 출구,17,37.50809097,127.06310272,서울 강남구 대치동 946-10,서울,강남구,대치동,946.0,10.0,bike45,45
1605,ST-806,2323,주식회사 오뚜기 정문 앞,12,37.50221252,127.06720734,서울 강남구 대치동 995,서울,강남구,대치동,995.0,,bike39,39
1606,ST-807,2324,천주교 대치 2동 교회 옆,12,37.50043869,127.06622314,서울 강남구 대치동 1012-82,서울,강남구,대치동,1012.0,82.0,bike37,37
1607,ST-808,2325,대치동 버거킹대치점,12,37.4986496,127.05931854,서울 강남구 대치동 941-25,서울,강남구,대치동,941.0,25.0,bike36,36
1608,ST-809,2326,대치동 삼성로,12,37.50239563,127.05879974,서울 강남구 대치동 1011-8,서울,강남구,대치동,1011.0,8.0,bike39,39
1609,ST-810,2327,뱅뱅사거리 랜드마크타워 앞,17,37.49055099,127.03146362,서울 강남구 역삼동 837-36,서울,강남구,역삼동,837.0,36.0,bike29,29
1610,ST-811,2328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,12,37.50358582,127.04264069,서울 강남구 역삼동 701-1,서울,강남구,역삼동,701.0,1.0,bike41,41
1611,ST-812,2329,르네상스호텔사거리 역삼지하보도 2번출구,12,37.50235748,127.04319,서울 강남구 역삼동 706,서울,강남구,역삼동,706.0,,bike39,39
1612,ST-813,2330,스타벅스 앞,12,37.49219894,127.03945923,서울 강남구 역삼동 798-30,서울,강남구,역삼동,798.0,30.0,bike30,30
1613,ST-814,2331,동영문화센터앞,22,37.49805069,127.04460144,서울 강남구 역삼동 772,서울,강남구,역삼동,772.0,,bike35,35
1614,ST-815,2332,선릉역3번출구,10,37.50420761,127.04896545,서울 강남구 역삼동 804,서울,강남구,역삼동,804.0,,bike41,41
1615,ST-816,2333,양재역 3번출구 주변,17,37.48515701,127.03407288,서울 강남구 도곡동 958-34,서울,강남구,도곡동,958.0,34.0,bike23,23
1616,ST-817,2334,삼호아파트 2동 ( 간선도로),17,37.49375916,127.04589844,서울 강남구 도곡동 556,서울,강남구,도곡동,556.0,,bike31,31
1617,ST-819,2336,강남세브란스교차로  래미안그레이튼 104동 앞,12,37.49423599,127.04746246,서울 강남구 도곡동 539-5,서울,강남구,도곡동,539.0,5.0,bike32,32
1618,ST-782,2337,대모산입구역 2번출구 앞,17,37.49207687,127.07197571,서울 강남구 개포동 184-1,서울,강남구,개포동,184.0,1.0,bike30,30
1619,ST-820,2339,현대아파트 정문 앞,12,37.48326111,127.0522995,서울 강남구 개포동 654,서울,강남구,개포동,654.0,,bike20,20
1620,ST-821,2340,삼호물산버스정류장(23370) 옆,17,37.47750854,127.04517365,서울 강남구 개포동 1229-3,서울,강남구,개포동,1229.0,3.0,bike13,13
1621,ST-822,2341,일원역 4~5번 출구 사이,12,37.4833107,127.08493805,서울 강남구 일원동 733,서울,강남구,일원동,733.0,,bike20,20
1622,ST-823,2342,대청역 1번출구  뒤,12,37.49400711,127.07951355,서울 강남구 개포동 13-4,서울,강남구,개포동,13.0,4.0,bike32,32
1623,ST-778,2343,세곡사거리 대왕파출소 앞,12,37.46531677,127.10772705,서울 강남구 세곡동 115-10,서울,강남구,세곡동,115.0,10.0,bike6,6
1624,ST-779,2344,리엔파크 2단지 앞,12,37.46506119,127.10119629,서울 강남구 세곡동 510-2,서울,강남구,세곡동,510.0,2.0,bike6,6
1625,ST-961,2347,두산건설 본사,17,37.51863861,127.03540039,서울 강남구 논현동 105-7,서울,강남구,논현동,105.0,7.0,bike54,54
1626,ST-797,2348,포스코사거리(기업은행),22,37.50723267,127.05685425,서울 강남구 삼성동 157-31,서울,강남구,삼성동,157.0,31.0,bike45,45
1627,ST-959,2349,역삼빌딩 앞(하나은행 옆),12,37.50154495,127.03856659,서울 강남구 역삼동 804,서울,강남구,역삼동,804.0,,bike38,38
1628,ST-960,2350,래미안그레이튼102동앞,12,37.49482346,127.04790497,서울 강남구 역삼동 762-3,서울,강남구,역삼동,762.0,3.0,bike33,33
1629,ST-937,2351,청소년수련관(수영장)앞,17,37.48387909,127.0890274,서울 강남구 수서동 749,서울,강남구,수서동,749.0,,bike21,21
1630,ST-962,2352,서울본부세관(건설회관 앞),12,37.51758957,127.03502655,서울 강남구 논현동 71-2,서울,강남구,논현동,71.0,2.0,bike53,53
1631,ST-963,2353,강남구청역 2번출구 뒤,12,37.51681137,127.04047394,서울 강남구 논현동 279-67,서울,강남구,논현동,279.0,67.0,bike53,53
1632,ST-953,2354,청담역 2번출구,7,37.51978683,127.0567627,서울 강남구 삼성동 111-8,서울,강남구,삼성동,111.0,8.0,bike54,54
1633,ST-955,2355,삼성역 5~6번 출구 사이,22,37.50912094,127.06230927,서울 강남구 삼성동 111-8,서울,강남구,삼성동,111.0,8.0,bike46,46
1634,ST-954,2356,강남구청,12,37.51807022,127.04711914,서울 강남구 삼성동 16-1,서울,강남구,삼성동,16.0,1.0,bike54,54
1635,ST-966,2357,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),17,37.50194931,127.04277039,서울 강남구 역삼동 720-19,서울,강남구,역삼동,720.0,19.0,bike39,39
1636,ST-957,2358,구룡초사거리 (현대아파트10동 앞 ),12,37.48138428,127.05391693,서울 강남구 개포동 647-1,서울,강남구,개포동,647.0,1.0,bike18,18
1637,ST-958,2359,"국립국악중,고교 정문 맞은편",12,37.47560501,127.05037689,서울 강남구 개포동 1197-2,서울,강남구,개포동,1197.0,2.0,bike11,11
1638,ST-956,2360,도곡1동 주민센터 교차로,17,37.4928093,127.04138947,서울 강남구 역삼동 788-16,서울,강남구,역삼동,788.0,16.0,bike31,31
1639,ST-1170,2361,압구정역 교차로,12,37.52684402,127.02825928,서울 강남구 신사동 580-7,서울,강남구,신사동,580.0,7.0,bike58,58
1640,ST-1171,2362,신사동 가로수길 입구,12,37.51763535,127.02245331,서울 강남구 신사동 514-10,서울,강남구,신사동,514.0,10.0,bike53,53
1641,ST-1172,2363,강남 을지병원 교차로,17,37.51913834,127.02751923,서울 강남구 논현동 7-13,서울,강남구,논현동,7.0,13.0,bike54,54
1642,ST-1173,2364,도산대로 렉서스 앞,12,37.52124023,127.0318985,서울 강남구 신사동 629-35,서울,강남구,신사동,629.0,35.0,bike55,55
1643,ST-1174,2365,K+ 타워 앞,17,37.52330017,127.03847504,서울 강남구 신사동 666-16,서울,강남구,신사동,666.0,16.0,bike56,56
1644,ST-1177,2368,도곡동 경남아파트 건너편,12,37.48934174,127.04129791,서울 강남구 도곡동 967,서울,강남구,도곡동,967.0,,bike28,28
1645,ST-1178,2369,KT선릉타워,22,37.50542831,127.0528717,서울 강남구 대치동 890-20,서울,강남구,대치동,890.0,20.0,bike43,43
1646,ST-1179,2370,한티역 3번출구,22,37.49655151,127.0542984,서울 강남구 대치동 1025,서울,강남구,대치동,1025.0,,bike34,34
1647,ST-1180,2371,한국우편사업진흥원,12,37.51474762,127.03513336,서울 강남구 논현동 210-1,서울,강남구,논현동,210.0,1.0,bike52,52
1648,ST-1181,2372,대치역 사거리,12,37.49449921,127.063797,서울 강남구 대치동 398-4,서울,강남구,대치동,398.0,4.0,bike32,32
1649,ST-1182,2373,개포동역 사거리,22,37.48927689,127.06557465,서울 강남구 개포동 180-2,서울,강남구,개포동,180.0,2.0,bike28,28
1650,ST-1184,2375,수서역 1번출구 앞,12,37.48735046,127.10099792,서울 강남구 수서동 735,서울,강남구,수서동,735.0,,bike26,26
1651,ST-1185,2376,수서역 6번출구 앞,22,37.48677826,127.10051727,서울 강남구 수서동 727,서울,강남구,수서동,727.0,,bike25,25
1652,ST-1186,2377,수서역 5번출구 뒤,12,37.48683548,127.10275269,서울 강남구 수서동 724-4,서울,강남구,수서동,724.0,4.0,bike25,25
1653,ST-1245,2380,삼성동베이직하우스앞,17,37.51169586,127.04934692,서울 강남구 삼성동 114-15,서울,강남구,삼성동,114.0,15.0,bike48,48
1654,ST-1246,2381,언주역 6번출구앞,10,37.50636673,127.03452301,서울 강남구 역삼동 650-18,서울,강남구,역삼동,650.0,18.0,bike44,44
1655,ST-1247,2382,역삼동 sk뷰 501동앞,13,37.50134277,127.05046844,,,,,,,bike38,38
1656,ST-1248,2383,보금자리정원,12,37.46632767,127.09488678,서울 강남구 세곡동 539,서울,강남구,세곡동,539.0,,bike6,6
1657,ST-1364,2384,자곡사거리,12,37.47602844,127.10594177,서울 강남구 자곡동 626,서울,강남구,자곡동,626.0,,bike12,12
1658,ST-1365,2385,학동역,12,37.51395035,127.03015137,서울 강남구 논현동 279-67,서울,강남구,논현동,279.0,67.0,bike51,51
1659,ST-1366,2386,논현동 279-165,10,37.50958633,127.04090881,서울 강남구 논현동 277-24,서울,강남구,논현동,277.0,24.0,bike47,47
1660,ST-1407,2387,래미안강남힐즈 사거리,12,37.47245407,127.09607697,서울 강남구 자곡동 610,서울,강남구,자곡동,610.0,,bike9,9
1661,ST-1433,2388,강남구 도시관리공단,12,37.51678467,127.05161285,서울 강남구 삼성동 65-4,서울,강남구,삼성동,65.0,4.0,bike53,53
1662,ST-1559,2389,경기여자고등학교 후문 (삼성로3길 입구),17,37.48616028,127.06723785,서울 강남구 개포동 152,서울,강남구,개포동,152.0,,bike24,24
1663,ST-1560,2390,구룡마을 입구 (래미안블레스티지 아파트),12,37.48088074,127.06304169,서울 강남구 개포동 1280,서울,강남구,개포동,1280.0,,bike17,17
1664,ST-1561,2391,구룡터널 입구(개포1단지아파트),12,37.47598648,127.05962372,서울 강남구 개포동 647-3,서울,강남구,개포동,647.0,3.0,bike12,12
1665,ST-1562,2392,구룡산 입구 (구룡산 서울둘레길 입구),17,37.47457886,127.05545044,서울 강남구 개포동 1274-1,서울,강남구,개포동,1274.0,1.0,bike10,10
1666,ST-1563,2393,구룡사 앞 교차로 (보도육교),12,37.47200012,127.0513382,서울 강남구 개포동 1164-33,서울,강남구,개포동,1164.0,33.0,bike9,9
1667,ST-1565,2395,개포1단지아파트 입구 (보도육교),12,37.47929001,127.05573273,서울 강남구 개포동 659,서울,강남구,개포동,659.0,,bike16,16
1668,ST-1566,2396,영동3교 북단(우성캐릭터 앞 보도),17,37.48574066,127.05104828,서울 강남구 도곡동 466,서울,강남구,도곡동,466.0,,bike23,23
1669,ST-1568,2398,더라움,12,37.50811005,127.0394516,서울 강남구 역삼동 680-1,서울,강남구,역삼동,680.0,1.0,bike45,45
1670,ST-1571,2401,밀알학교 입구 (삼성서울병원 입구),17,37.48656082,127.08267212,서울 강남구 일원동 128-10,서울,강남구,일원동,128.0,10.0,bike24,24
1671,ST-1573,2403,공무원연금매점 교차로 (개포주공9단지 입구),17,37.48871994,127.07453918,서울 강남구 일원동 688,서울,강남구,일원동,688.0,,bike27,27
1672,ST-1574,2404,대모산입구역 4번 출구 앞,12,37.49180984,127.07315826,서울 강남구 개포동 12-7,서울,강남구,개포동,12.0,7.0,bike30,30
1673,ST-1575,2405,청담공원앞 교차로,22,37.51871109,127.05084991,서울 강남구 삼성동 52,서울,강남구,삼성동,52.0,,bike54,54
1674,ST-1576,2406,논현동 광명빌딩 앞,12,37.5175705,127.02364349,서울 강남구 논현동 5-4,서울,강남구,논현동,5.0,4.0,bike53,53
1675,ST-1577,2407,역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),12,37.49847031,127.03011322,서울 강남구 역삼동 824-3,서울,강남구,역삼동,824.0,3.0,bike36,36
1676,ST-1578,2408,강남한양수자인아파트,16,37.4773407,127.11327362,서울 강남구 자곡동 56,서울,강남구,자곡동,56.0,,bike13,13
1677,ST-1679,2409,역삼동 디오슈페리움 (우성아파트 사거리),22,37.49206161,127.03074646,서울 강남구 역삼동 832-6,서울,강남구,역삼동,832.0,6.0,bike30,30
1678,ST-1680,2410,포스코피앤에스타워 (역삼역 3번출구 부근),12,37.49959946,127.03375244,서울 강남구 역삼동 735-4,서울,강남구,역삼동,735.0,4.0,bike36,36
1679,ST-1703,2411,세곡동 성당,17,37.47296906,127.11222839,서울 강남구 율현동 165-2,서울,강남구,율현동,165.0,2.0,bike10,10
1680,ST-1704,2412,일원1동 주민센터,17,37.49179077,127.08821106,서울 강남구 일원동 712-3,서울,강남구,일원동,712.0,3.0,bike30,30
1681,ST-1879,2413,도곡역 1번 출구,20,37.49095917,127.05498505,서울 강남구 도곡동 310-2,서울,강남구,도곡동,310.0,2.0,bike29,29
1682,ST-1880,2414,도곡역 아카데미스위트 앞,20,37.48897171,127.05182648,서울 강남구 도곡동 467-7,서울,강남구,도곡동,467.0,7.0,bike27,27
1683,ST-1881,2415,한티역 롯데백화점 앞,15,37.49667358,127.05342865,서울 강남구 대치동 1026,서울,강남구,대치동,1026.0,,bike34,34
1684,ST-1882,2416,한티역 6번 출구,10,37.4958992,127.05219269,서울 강남구 도곡동 556,서울,강남구,도곡동,556.0,,bike34,34
1685,ST-1883,2417,선정릉 디캠프(D.CAMP)앞,10,37.50799942,127.04524994,서울 강남구 역삼동 683-34,서울,강남구,역삼동,683.0,34.0,bike45,45
1686,ST-1884,2418,봉은사역 7번 출구 ,10,37.51393509,127.05982208,서울 강남구 삼성동 159,서울,강남구,삼성동,159.0,,bike51,51
1687,ST-1885,2419,"봉은사역 1,2번 출구 ",20,37.51430893,127.05970001,서울 강남구 삼성동 111-86,서울,강남구,삼성동,111.0,86.0,bike51,51
1688,ST-1886,2420,학여울역 사거리(LG베스트샵 앞),20,37.49689484,127.07013702,서울 강남구 대치동 5-3,서울,강남구,대치동,5.0,3.0,bike34,34
1689,ST-1887,2421,신논현역 4번출구,15,37.504673,127.02579498,서울 강남구 역삼동 601-1,서울,강남구,역삼동,601.0,1.0,bike42,42
1690,ST-1888,2422,수서동 성당 맞은편,10,37.48416901,127.09484863,서울 강남구 수서동 522-1,서울,강남구,수서동,522.0,1.0,bike21,21
1691,ST-1889,2423,영희초교 사거리(래미안개포루체하임),10,37.4908371,127.08065033,서울 강남구 일원동 741-1,서울,강남구,일원동,741.0,1.0,bike29,29
1692,ST-1891,2425,세곡동 사거리(대왕초등학교 정류장),20,37.46461868,127.10684967,서울 강남구 세곡동 128-2,서울,강남구,세곡동,128.0,2.0,bike6,6
1693,ST-1892,2426,강남한신휴플러스 6단지,10,37.46829605,127.10469818,서울 강남구 율현동 336-2,서울,강남구,율현동,336.0,2.0,bike7,7
1694,ST-1893,2427,개포고등학교 정문앞,10,37.48485184,127.0583725,서울 강남구 개포동 173,서울,강남구,개포동,173.0,,bike22,22
1695,ST-1894,2428,롯데리아 개포점앞,10,37.48236847,127.06118774,서울 강남구 개포동 167-6,서울,강남구,개포동,167.0,6.0,bike19,19
1696,ST-1895,2429,압구정로데오역 6번출구,10,37.52745438,127.04042816,서울 강남구 신사동 668-5,서울,강남구,신사동,668.0,5.0,bike58,58
1697,ST-1896,2430,강남파이낸스센터앞(역삼역2번출구),10,37.50024414,127.03605652,서울 강남구 역삼동 737,서울,강남구,역삼동,737.0,,bike37,37
1698,ST-1897,2431,대치역 7번출구,10,37.49411774,127.06290436,서울 강남구 대치동 507-4,서울,강남구,대치동,507.0,4.0,bike32,32
1699,ST-1552,2501,서초 포레스타5단지,12,37.45066071,127.05706024,서울 서초구 신원동 347,서울,서초구,신원동,347.0,,bike1,1
1700,ST-1553,2502,서초역1번출구 앞,11,37.49195099,127.00855255,서울 서초구 서초동 1553-21,서울,서초구,서초동,1553.0,21.0,bike30,30
1701,ST-1554,2503,반포1동 서초빌딩 앞,12,37.50381088,127.0213623,서울 서초구 반포동 746-9,서울,서초구,반포동,746.0,9.0,bike41,41
1702,ST-1555,2504,신사역 4번출구 뒤,12,37.51588058,127.01930237,서울 서초구 잠원동 87-1,서울,서초구,잠원동,87.0,1.0,bike52,52
1703,ST-1556,2505,우성아파트사거리 (기업은행앞),14,37.49325943,127.02953339,서울 서초구 서초동 1329-8,서울,서초구,서초동,1329.0,8.0,bike31,31
1704,ST-1557,2506,LG유플러스 (방배사옥),12,37.47909164,126.99067688,서울 서초구 방배동 980-53,서울,서초구,방배동,980.0,53.0,bike15,15
1705,ST-1654,2508,양재이스타빌 앞,12,37.48297882,127.04225922,서울 서초구 양재동 3-14,서울,서초구,양재동,3.0,14.0,bike20,20
1706,ST-1655,2509,KT반포지사,18,37.49845505,126.99333954,서울 서초구 반포동 114-3,서울,서초구,반포동,114.0,3.0,bike36,36
1707,ST-1735,2510,JW타워,10,37.48303986,127.02146149,서울 서초구 서초동 1424-2,서울,서초구,서초동,1424.0,2.0,bike20,20
1708,ST-1739,2511,이수역 6번출구 앞,12,37.48366165,126.98232269,서울 서초구 방배동 438-22,서울,서초구,방배동,438.0,22.0,bike20,20
1709,ST-1899,2514,사평역 2번출구,10,37.50364304,127.01602173,서울 서초구 반포동 30-16,서울,서초구,반포동,30.0,16.0,bike41,41
1710,ST-1900,2515,서초초등학교 후문,15,37.49892807,127.02472687,서울 서초구 서초동 1417,서울,서초구,서초동,1417.0,,bike36,36
1711,ST-1901,2516,본마을 노인복지센터 앞,10,37.45441818,127.052742,서울 서초구 신원동 136-3,서울,서초구,신원동,136.0,3.0,bike2,2
1712,ST-1902,2517,서초3교(효령로69길 방면),20,37.48768234,127.0247879,서울 서초구 서초동 1335-2,서울,서초구,서초동,1335.0,2.0,bike26,26
1713,ST-1903,2518,서초3교(효령로70길 방면),20,37.48731613,127.02489471,서울 서초구 서초동 1392,서울,서초구,서초동,1392.0,,bike26,26
1714,ST-1904,2519,서초2교(사임당로 방면),15,37.49100876,127.02352142,서울 서초구 서초동 1418,서울,서초구,서초동,1418.0,,bike29,29
1715,ST-1905,2520,서초1교 (진흥아파트 방면),20,37.49619293,127.02101135,서울 서초구 서초동 1370,서울,서초구,서초동,1370.0,,bike34,34
1716,ST-1906,2521,서초 크로바타워 앞,13,37.49556351,127.0191803,서울 서초구 서초동 1688-1,서울,서초구,서초동,1688.0,1.0,bike33,33
1717,ST-1908,2523,뉴코아 킴스클럽 앞,10,37.51019287,127.00725555,서울 서초구 잠원동 70-1,서울,서초구,잠원동,70.0,1.0,bike47,47
1718,ST-1909,2524,반포쇼핑타운 8동 앞,10,37.50735092,127.00801849,서울 서초구 잠원동 69-23,서울,서초구,잠원동,69.0,23.0,bike45,45
1719,ST-1910,2525,반포쇼핑타운 2동 앞,15,37.5056076,127.00215912,서울 서초구 잠원동 75-13,서울,서초구,잠원동,75.0,13.0,bike43,43
1720,ST-1911,2526,반포경남쇼핑 앞,10,37.50478745,126.99992371,서울 서초구 반포동 1-8,서울,서초구,반포동,1.0,8.0,bike42,42
1721,ST-1912,2527,반포중학교 앞(세화여고 맞은편),10,37.50296021,126.99359894,서울 서초구 반포동 12,서울,서초구,반포동,12.0,,bike40,40
1722,ST-1913,2528,함지박 사거리,10,37.4937706,126.99006653,서울 서초구 방배동 796-9,서울,서초구,방배동,796.0,9.0,bike31,31
1723,ST-1914,2529,우리은행 방배동지점 앞,12,37.48991776,126.99208069,서울 서초구 방배동 836-11,서울,서초구,방배동,836.0,11.0,bike28,28
1724,ST-1915,2530,삼호3차아파트 앞,15,37.4977951,126.98706818,서울 서초구 방배동 757-3,서울,서초구,방배동,757.0,3.0,bike35,35
1725,ST-1916,2531,멤피스아파트 앞,10,37.49420547,126.98935699,서울 서초구 방배동 774-19,서울,서초구,방배동,774.0,19.0,bike32,32
1726,ST-1917,2532,국립국악원 앞,10,37.47820282,127.00878143,서울 서초구 서초동 산 150-124,서울,서초구,서초동,150.0,124.0,bike14,14
1727,ST-1918,2533,한가람미술관 앞,10,37.48087692,127.01452637,서울 서초구 서초동 711-4,서울,서초구,서초동,711.0,4.0,bike17,17
1728,ST-1919,2534,신흥교(애견훈련소),10,37.45563126,127.08097839,서울 서초구 내곡동 1-3031,서울,서초구,내곡동,1.0,3031.0,bike3,3
1729,ST-1920,2535,신반포역 3번출구 뒤,15,37.50362396,126.99732208,서울 서초구 반포동 18-1,서울,서초구,반포동,18.0,1.0,bike41,41
1730,ST-1921,2536,서초종합체육관 입구,20,37.45924759,127.04163361,서울 서초구 원지동 28,서울,서초구,원지동,28.0,,bike4,4
1731,ST-1922,2537,양재역 8번출구 앞,10,37.48257065,127.03643799,서울 서초구 양재동 19-14,서울,서초구,양재동,19.0,14.0,bike19,19
1732,ST-1923,2538,사평리 공원,10,37.52026749,127.01525116,서울 서초구 잠원동 51-45,서울,서초구,잠원동,51.0,45.0,bike55,55
1733,ST-1924,2540,반포천 앞,10,37.49905014,126.99625397,서울 서초구 반포동 107-3,서울,서초구,반포동,107.0,3.0,bike36,36
1734,ST-1925,2541,옛골 입구,15,37.43097687,127.07033539,서울 서초구 신원동 66-8,서울,서초구,신원동,66.0,8.0,bike1,1
1735,ST-1926,2542,신논현타워 앞,10,37.50508881,127.02391052,서울 서초구 반포동 749-18,서울,서초구,반포동,749.0,18.0,bike42,42
1736,ST-1929,2545,국립중앙도서관(국제회의장옆),18,37.49721146,127.00427246,서울 서초구 반포동 산 59,서울,서초구,반포동,59.0,,bike35,35
1737,ST-2415,2548,반포1동 자율방범초소 옆,10,37.50847626,127.01676178,서울 서초구 반포동 28-4,서울,서초구,반포동,28.0,4.0,bike46,46
1738,ST-2416,2549,LH 서초 4단지 403동,10,37.45924759,127.02390289,서울 서초구 우면동 788,서울,서초구,우면동,788.0,,bike4,4
1739,ST-2417,2550,양재동 꽃시장 건너편,10,37.46738434,127.04145813,서울 서초구 양재동 327-22,서울,서초구,양재동,327.0,22.0,bike6,6
1740,ST-1590,2601,석촌호수 서호사거리,12,37.5067482,127.09883118,서울 송파구 잠실동 47,서울,송파구,잠실동,47.0,,bike45,45
1741,ST-1592,2603,송파 글마루 도서관,12,37.48080063,127.13034058,서울 송파구 장지동 846,서울,송파구,장지동,846.0,,bike17,17
1742,ST-1627,2604,삼표레미콘 앞,12,37.53131104,127.11128235,서울 송파구 풍납동 310,서울,송파구,풍납동,310.0,,bike60,60
1743,ST-1656,2605,복정역 1번 출구 앞,17,37.47129822,127.12709045,서울 송파구 장지동 564,서울,송파구,장지동,564.0,,bike8,8
1744,ST-1657,2606,위례동주민센터 맞은편 근린공원,12,37.48173904,127.14322662,서울 송파구 거여동 497,서울,송파구,거여동,497.0,,bike19,19
1745,ST-1658,2607,복정역 2번출구 후문 (장지치안센터),17,37.47064972,127.12711334,서울 송파구 장지동 564,서울,송파구,장지동,564.0,,bike8,8
1746,ST-1681,2608,송파구청,17,37.51435852,127.10619354,서울 송파구 신천동 29-5,서울,송파구,신천동,29.0,5.0,bike52,52
1747,ST-1682,2609,보성중고등학교 후문 앞,12,37.52048874,127.1352005,서울 송파구 방이동 89-29,서울,송파구,방이동,89.0,29.0,bike55,55
1748,ST-1683,2610,여흥레이크빌 앞 (석촌호수 까페거리),12,37.51045227,127.10640717,서울 송파구 송파동 31-1,서울,송파구,송파동,31.0,1.0,bike47,47
1749,ST-1684,2611,송파지역자활센터 뒤,9,37.53633118,127.11618042,서울 송파구 풍납동 175,서울,송파구,풍납동,175.0,,bike63,63
1750,ST-1685,2612,문정·가락 대여소 앞,12,37.48907089,127.10929871,서울 송파구 가락동 632-1,서울,송파구,가락동,632.0,1.0,bike27,27
1751,ST-1705,2613,잠실나들목,20,37.51678085,127.09049225,서울 송파구 잠실동 22,서울,송파구,잠실동,22.0,,bike53,53
1752,ST-1706,2614,가락고등학교 앞,17,37.50186157,127.11723328,서울 송파구 송파동 172,서울,송파구,송파동,172.0,,bike39,39
1753,ST-1707,2615,테라타워2,17,37.48834991,127.12078094,서울 송파구 문정동 132-5,서울,송파구,문정동,132.0,5.0,bike26,26
1754,ST-1716,2616,거여동 사거리,12,37.49704742,127.14035034,서울 송파구 거여동 11-3,서울,송파구,거여동,11.0,3.0,bike35,35
1755,ST-1717,2617,가락삼환아파트 앞,17,37.49618149,127.13803101,서울 송파구 가락동 165-2,서울,송파구,가락동,165.0,2.0,bike34,34
1756,ST-1728,2618,삼전역 1번출구,16,37.50471115,127.08756256,서울 송파구 잠실동 250-5,서울,송파구,잠실동,250.0,5.0,bike42,42
1757,ST-1729,2619,석촌고분역 4번출구,11,37.50233841,127.09644318,서울 송파구 삼전동 90,서울,송파구,삼전동,90.0,,bike39,39
1758,ST-1730,2620,송파나루역 4번 출구옆,17,37.50997925,127.11231232,서울 송파구 송파동 3-15,서울,송파구,송파동,3.0,15.0,bike47,47
1759,ST-1719,2621,한성백제역 2번 출구,17,37.51665878,127.11625671,서울 송파구 방이동 88-21,서울,송파구,방이동,88.0,21.0,bike52,52
1760,ST-1720,2622,올림픽공원역 3번출구,22,37.51625824,127.13059235,서울 송파구 방이동 89-27,서울,송파구,방이동,89.0,27.0,bike52,52
1761,ST-1851,2623,석촌동 주민센터,15,37.50362396,127.10355377,서울 송파구 석촌동 265,서울,송파구,석촌동,265.0,,bike41,41
1762,ST-1852,2625,가락1동 주민센터,15,37.4955368,127.10720062,서울 송파구 가락동 282,서울,송파구,가락동,282.0,,bike33,33
1763,ST-1853,2626,"경찰병원역 1,2번 출구 사이",15,37.49569321,127.12385559,서울 송파구 가락동 58,서울,송파구,가락동,58.0,,bike33,33
1764,ST-1854,2627,문정시영아파트 5동 앞 공원,10,37.4911232,127.13510895,서울 송파구 문정동 145,서울,송파구,문정동,145.0,,bike29,29
1765,ST-1855,2628,문정역 1번출구,15,37.48669815,127.12244415,서울 송파구 문정동 55-13,서울,송파구,문정동,55.0,13.0,bike25,25
1766,ST-1856,2629,문정동 힐스데이트 에코 송파,15,37.48521805,127.11540222,서울 송파구 문정동 492-3,서울,송파구,문정동,492.0,3.0,bike23,23
1767,ST-1857,2630,서울방이동 고분군,12,37.50786591,127.11698914,서울 송파구 방이동 17-2,서울,송파구,방이동,17.0,2.0,bike45,45
1768,ST-1858,2631,배명고등학교,15,37.49741364,127.09630585,서울 송파구 삼전동 156,서울,송파구,삼전동,156.0,,bike35,35
1769,ST-1859,2632,석촌고분역 2번 출구,9,37.50264359,127.09739685,서울 송파구 석촌동 14-7,서울,송파구,석촌동,14.0,7.0,bike40,40
1770,ST-1860,2633,송파학사 옆,20,37.47813034,127.1472168,경기 하남시 학암동 676,경기,하남시,학암동,676.0,,bike14,14
1771,ST-1861,2634,위례포레샤인아파트 2318동,15,37.477211,127.13717651,서울 송파구 장지동 390-4,서울,송파구,장지동,390.0,4.0,bike13,13
1772,ST-1862,2635,잠실새내역 1번출구,15,37.51129532,127.08673859,서울 송파구 잠실동 35,서울,송파구,잠실동,35.0,,bike48,48
